;;;;;;jêzyk polski;;;;;matematyka;;;;;jêzyk angielski;;;;;jêzyk francuski;;;;;jêzyk hiszpañski;;;;;jêzyk niemiecki;;;;;jêzyk rosyjski;;;;;jêzyk w³oski;;;;
ID OKE;województwo - nazwa;powiat - nazwa;Gmina - nazwa;Typ gminy;Kod teryt gminy;liczba zdaj¹cych;wynik œredni (%);odchylenie standardowe (%);mediana (%);modalna (%);liczba zdaj¹cych;wynik œredni (%);odchylenie standardowe (%);mediana (%);modalna (%);liczba zdaj¹cych;wynik œredni (%);odchylenie standardowe (%);mediana (%);modalna (%);liczba zdaj¹cych;wynik œredni (%);odchylenie standardowe (%);mediana (%);modalna (%);liczba zdaj¹cych;wynik œredni (%);odchylenie standardowe (%);mediana (%);modalna (%);liczba zdaj¹cych;wynik œredni (%);odchylenie standardowe (%);mediana (%);modalna (%);liczba zdaj¹cych;wynik œredni (%);odchylenie standardowe (%);mediana (%);modalna (%);liczba zdaj¹cych;wynik œredni (%);odchylenie standardowe (%);mediana (%);modalna (%)
7;Mazowieckie;Wêgrowski;Wêgrów;Gmina miejska;1433011;142;65,21126761;18,26519471;67;60;141;48,36170213;28,52230099;47;20;140;66,20714286;30,01297254;76;100;;;;;;2;;;;;;;;;;;;;;;;;;;
7;Mazowieckie;Wêgrowski;£ochów;Obszar wiejski;1433055;89;58,5505618;21,63331349;62;78;89;37,70786517;25,85317325;30;17;89;48,94382022;30,10519368;44;11;;;;;;;;;;;;;;;;;;;;;;;;;
7;Mazowieckie;Wêgrowski;£ochów;Miasto;1433054;100;64,57;17,56886735;64;53;100;47,69;29,93115267;40;23;100;67,88;28,04149782;76;96;;;;;;;;;;;;;;;;;;;;;;;;;
7;Mazowieckie;Zwoleñski;Kazanów;Gmina wiejska;1436012;61;67,42622951;16,87704719;69;71;61;40,21311475;28,29129204;30;3;61;51,85245902;32,03882689;42;98;;;;;;;;;;;;;;;;;;;;;;;;;
7;Mazowieckie;Zwoleñski;Policzna;Gmina wiejska;1436022;41;67,90243902;21,78476182;73;84;41;46,3902439;27,80408642;40;13;40;51,1;28,66426347;46;22;;;;;;;;;;;;;;;;1;;;;;;;;;
7;Mazowieckie;Zwoleñski;Przy³êk;Gmina wiejska;1436032;55;60,01818182;20,39294968;64;64;55;44,34545455;25,97076551;40;20;54;54,44444444;30,23590377;53;15;;;;;;;;;;;1;;;;;;;;;;;;;;
7;Mazowieckie;Zwoleñski;Tczów;Gmina wiejska;1436042;59;61,74576271;18,25673149;62;58;59;42,61016949;23,16339672;43;47;59;61,81355932;26,00291677;65;71;;;;;;;;;;;;;;;;;;;;;;;;;
7;Mazowieckie;Zwoleñski;Zwoleñ;Obszar wiejski;1436055;42;65,85714286;14,10770041;64;53;42;45,23809524;27,18526345;37;13;42;59,54761905;32,64032153;61;96;;;;;;;;;;;;;;;;;;;;;;;;;
7;Mazowieckie;Zwoleñski;Zwoleñ;Miasto;1436054;90;67,23333333;18,32427049;71;76;90;45,03333333;27,92269089;35;30;90;69,31111111;28,16090452;82;96;;;;;;;;;;;;;;;;;;;;;;;;;
7;Mazowieckie;£osicki;Huszlew;Gmina wiejska;1410012;36;60,80555556;21,32007328;62;73;36;45,27777778;32,13565959;33,5;17;33;56,15151515;30,83201918;47;96;;;;;;;;;;;;;;;;3;;;;;;;;;
7;Mazowieckie;£osicki;Olszanka;Gmina wiejska;1410032;27;57,14814815;13,91163569;53;53;27;41,55555556;23,7101843;33;20;23;71,91304348;24,66984261;76;95;;;;;;;;;;;;;;;;4;;;;;;;;;
7;Mazowieckie;£osicki;Platerów;Gmina wiejska;1410042;56;54,875;19,0910062;58;67;56;35,26785714;26,24642225;27;13;49;56,53061224;35,1004983;60;96;;;;;;;;;;;;;;;;7;51,85714286;18,6043664;42;38;;;;;
7;Mazowieckie;£osicki;Sarnaki;Gmina wiejska;1410052;33;66,57575758;15,31889367;71;78;33;48,33333333;31,46683359;50;3;31;62,67741935;30,59347084;73;93;;;;;;;;;;;;;;;;2;;;;;;;;;
7;Mazowieckie;£osicki;Stara Kornica;Gmina wiejska;1410062;32;63,5625;16,59995764;62;60;32;46,125;31,59385818;31,5;100;30;52,9;30,6967425;50,5;16;;;;;;;;;;;;;;;;2;;;;;;;;;
7;Mazowieckie;£osicki;£osice;Obszar wiejski;1410025;11;58,45454545;9,829118488;60;42;11;35,81818182;20,92765974;27;27;11;51;23,22224639;47;47;;;;;;;;;;;;;;;;;;;;;;;;;
7;Mazowieckie;£osicki;£osice;Miasto;1410024;115;61,89565217;17,14458916;62;67;115;47,90434783;26,74256464;43;17;113;61,6460177;29,32482725;64;95;;;;;;;;;;;1;;;;;2;;;;;;;;;
7;Mazowieckie;¯uromiñski;Bie¿uñ;Obszar wiejski;1437015;6;69,5;6,396613687;72;73;6;41,83333333;27,76938762;33,5;;6;69,16666667;23,0970176;72;;;;;;;;;;;;;;;;;;;;;;;;;;
7;Mazowieckie;¯uromiñski;Bie¿uñ;Miasto;1437014;39;61,97435897;17,65406495;67;58;39;35,64102564;26,9524626;23;13;39;59,33333333;32,05870683;67;18;;;;;;;;;;;;;;;;;;;;;;;;;
7;Mazowieckie;¯uromiñski;Kuczbork-Osada;Gmina wiejska;1437022;22;61,18181818;18,12992595;67;67;22;40,90909091;23,53702903;40;10;22;51,77272727;28,73219894;42;15;;;;;;;;;;;;;;;;;;;;;;;;;
7;Mazowieckie;¯uromiñski;Lubowidz;Obszar wiejski;1437035;33;56,93939394;18,32358869;62;64;33;38,84848485;24,31749739;30;30;33;53,90909091;26,48883543;49;16;;;;;;;;;;;;;;;;;;;;;;;;;
7;Mazowieckie;¯uromiñski;Lubowidz;Miasto;1437034;14;44,5;23,37199179;55,5;18;14;35,71428571;26,25813771;28;17;14;52;24,05054202;50;51;;;;;;;;;;;;;;;;;;;;;;;;;
7;Mazowieckie;¯uromiñski;Lutocin;Gmina wiejska;1437042;50;62,28;19,04;65,5;71;50;44,78;28,68469278;40;20;50;55,32;28,52187932;55,5;67;;;;;;;;;;;;;;;;;;;;;;;;;
7;Mazowieckie;¯uromiñski;Siemi¹tkowo;Gmina wiejska;1437052;28;49,03571429;23,30769668;54,5;58;28;28,96428571;25,2168908;18,5;10;28;48,10714286;31,05334038;37;16;;;;;;;;;;;;;;;;;;;;;;;;;
7;Mazowieckie;¯uromiñski;¯uromin;Obszar wiejski;1437065;31;51,77419355;17,66664376;51;51;31;39,29032258;27,45458837;37;10;31;53,09677419;29,26448342;49;22;;;;;;;;;;;;;;;;;;;;;;;;;
7;Mazowieckie;¯uromiñski;¯uromin;Miasto;1437064;109;64,33027523;19,33578469;67;78;109;49,75229358;30,63641653;47;23;109;74,23853211;26,42243246;85;98;;;;;;;;;;;;;;;;;;;;;;;;;
7;Mazowieckie;¯yrardowski;Mszczonów;Obszar wiejski;1438025;48;67,35416667;19,41915891;72;73;48;49,0625;32,22214963;38,5;7;48;57,89583333;30,6024506;62;98;;;;;;;;;;;;;;;;;;;;;;;;;
7;Mazowieckie;¯yrardowski;Mszczonów;Miasto;1438024;84;64,53571429;17,10990136;67;44;84;48,72619048;30,85694766;43;17;85;69,6;30,46548674;87;96;;;;;;;;;;;;;;;;;;;;;;;;;
7;Mazowieckie;¯yrardowski;Puszcza Mariañska;Gmina wiejska;1438032;80;65,35;17,82070425;69;67;80;47,625;27,88878583;50;10;80;60,6375;28,23262463;67;95;;;;;;;;;;;;;;;;;;;;;;;;;
7;Mazowieckie;¯yrardowski;Radziejowice;Gmina wiejska;1438042;81;69,66666667;15,82855678;73;76;81;44,19753086;28,96077371;33;17;81;67,72839506;28,16135709;75;96;;;;;;;;;;;;;;;;;;;;;;;;;
7;Mazowieckie;¯yrardowski;Wiskitki;Obszar wiejski;1438055;46;61,5;16,2824926;64;67;46;44,65217391;27,27494263;41,5;10;46;54,41304348;28,26164715;55;20;;;;;;;;;;;;;;;;;;;;;;;;;
7;Mazowieckie;¯yrardowski;Wiskitki;Miasto;1438054;40;64,25;15,66804072;67;67;40;37,825;23,640947;35;17;40;59,975;30,52088424;71;91;;;;;;;;;;;;;;;;;;;;;;;;;
7;Mazowieckie;¯yrardowski;¯yrardów;Gmina miejska;1438011;359;67,37883008;17,05329015;69;62;359;53,35654596;30,95897016;57;80;362;73,14088398;28,12746318;86;96;;;;;;;;;;;;;;;;1;;;;;;;;;
8;Dolnoœl¹skie;Boles³awiecki;Boles³awiec;Gmina wiejska;0201022;111;62,45945946;16,70398549;67;73;111;43,01801802;26,82710139;33;23;101;65,36633663;28,0426559;73;96;;;;;;;;;;;10;64,2;23,7394187;59;58;;;;;;;;;;
8;Dolnoœl¹skie;Boles³awiecki;Boles³awiec;Gmina miejska;0201011;359;61,47632312;19,14157405;64;73;358;47,37709497;29,54969738;43;13;349;71,51575931;28,92967282;85;98;;;;;;;;;;;12;62,5;19,07659998;62;60;;;;;;;;;;
8;Dolnoœl¹skie;Boles³awiecki;Gromadka;Gmina wiejska;0201032;33;51,63636364;18,6512136;56;60;33;37,12121212;21,79624318;33;20;33;68,75757576;29,12255223;80;96;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Boles³awiecki;Nowogrodziec;Obszar wiejski;0201045;78;55,14102564;17,11104334;57;62;78;39,17948718;25,24177631;30;27;63;54,42857143;30,36325802;44;96;;;;;;;;;;;15;42,2;12,629067;42;42;;;;;;;;;;
8;Dolnoœl¹skie;Boles³awiecki;Nowogrodziec;Miasto;0201044;51;66,94117647;15,28732881;69;69;51;43,45098039;25,38126044;37;17;48;66,22916667;28,14563286;77;98;;;;;;;;;;;3;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Boles³awiecki;Osiecznica;Gmina wiejska;0201052;44;58,40909091;17,34583809;61;73;44;36,27272727;27,18569446;27;13;44;64,70454545;28,16959962;68;95;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Boles³awiecki;Warta Boles³awiecka;Gmina wiejska;0201062;74;56,43243243;21,5532534;59;44;74;42,64864865;28,61601915;35;30;64;61,9375;31,34878138;69;53;;;;;;;;;;;11;44,72727273;21,31192969;36;24;;;;;;;;;;
8;Dolnoœl¹skie;Dzier¿oniowski;Bielawa;Gmina miejska;0202011;217;63,53917051;16,95289177;64;62;217;41,17511521;27,263465;33;10;209;74,36842105;25,5796562;85;98;;;;;;;;;;;8;21;6,164414003;19;15;;;;;;;;;;
8;Dolnoœl¹skie;Dzier¿oniowski;Dzier¿oniów;Gmina wiejska;0202052;54;60,16666667;17,90690949;60;53;54;39,64814815;23,50898757;37;37;52;50,09615385;28,81923744;45;15;;;;;;;;;;;2;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Dzier¿oniowski;Dzier¿oniów;Gmina miejska;0202021;250;64,348;17,42810649;65,5;71;250;47,612;26,8189011;47;33;246;75,09349593;25,14663093;86;98;;;;;;;;;;;4;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Dzier¿oniowski;Niemcza;Obszar wiejski;0202075;15;54,53333333;12,00481385;53;53;15;30,46666667;24,9742979;23;7;15;50,2;26,5786882;53;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Dzier¿oniowski;Niemcza;Miasto;0202074;14;59,35714286;16,35152742;56,5;47;14;38,07142857;22,52764741;33;17;14;69,07142857;27,16737614;80;87;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Dzier¿oniowski;Pieszyce;Miasto;0202034;59;52,27118644;20,20725705;53;49;59;31,86440678;25,72241496;20;10;59;53,08474576;33,19142637;45;95;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Dzier¿oniowski;Pi³awa Górna;Gmina miejska;0202041;48;58,5;22,87192602;61;47;48;39,91666667;26,62614108;28,5;17;48;66,6875;31,63341868;80,5;96;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Dzier¿oniowski;£agiewniki;Gmina wiejska;0202062;56;60,48214286;16,83638818;61;56;56;39,66071429;26,61583631;30;13;56;62,42857143;27,8630946;61;96;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Górowski;Góra;Obszar wiejski;0204015;36;54,69444444;14,12212497;54,5;49;36;32,19444444;23,43527664;23;17;36;48,47222222;30,23379833;37;16;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Górowski;Góra;Miasto;0204014;153;57,07189542;19,79176054;60;67;153;41,38562092;26,70098874;33;20;153;62,45751634;31,34980521;69;95;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Górowski;Jemielno;Gmina wiejska;0204022;19;48,26315789;15,78087485;53;42;19;29,36842105;15,52997281;30;13;19;43,05263158;25,43200156;36;20;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Górowski;Niechlów;Gmina wiejska;0204032;21;58,0952381;16,51811347;60;62;21;41,33333333;27,78031734;40;10;22;60,45454545;30,42685308;74;18;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Górowski;W¹sosz;Obszar wiejski;0204045;21;62,76190476;18,73602276;64;44;21;46,57142857;27,35406547;40;23;21;65,80952381;29,33325603;73;96;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Górowski;W¹sosz;Miasto;0204044;43;54,53488372;22,36000253;58;58;43;24,69767442;17,79147285;20;10;43;57,53488372;29,44553414;60;18;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;G³ogowski;G³ogów;Gmina wiejska;0203022;46;55,43478261;17,68154549;58;62;46;34,17391304;25,51581296;23;13;46;67,36956522;29,00626521;78;93;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;G³ogowski;G³ogów;Gmina miejska;0203011;654;60,43119266;18,62893756;62;67;654;45,48165138;27,88243338;40;13;650;69,45076923;28,96052817;82;98;;;;;;;;;;;4;;;;;;;;;;;;;;
8;Dolnoœl¹skie;G³ogowski;Jerzmanowa;Gmina wiejska;0203032;47;56,53191489;18,02699048;60;64;47;42,87234043;24,34208074;43;13;45;78,82222222;25,02291296;91;98;;;;;;;;;;;2;;;;;;;;;;;;;;
8;Dolnoœl¹skie;G³ogowski;Kotla;Gmina wiejska;0203042;34;60,91176471;15,791598;62;62;34;38,08823529;23,94769748;35;17;33;59,33333333;31,20670739;67;80;;;;;;;;;;;1;;;;;;;;;;;;;;
8;Dolnoœl¹skie;G³ogowski;Pêc³aw;Gmina wiejska;0203052;25;56,52;18,55612028;60;67;25;37;23,22584767;30;17;25;64,16;28,75368498;73;18;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;G³ogowski;¯ukowice;Gmina wiejska;0203062;23;65,13043478;14,759829;67;56;23;47;27,17575646;47;10;24;59,875;31,28939184;60;18;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Jaworski;Bolków;Obszar wiejski;0205025;29;47,31034483;19,36421059;53;53;29;27,34482759;19,83427174;20;10;28;41,57142857;29,13077481;31;16;;;;;;;;;;;1;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Jaworski;Bolków;Miasto;0205024;51;63,03921569;16,03056001;67;67;51;50,66666667;25,33746096;47;33;50;66,42;27,89343292;74;91;;;;;;;;;;;1;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Jaworski;Jawor;Gmina miejska;0205011;178;56,96629213;20,04598614;58;64;178;34,37640449;25,11745229;25;13;174;63,61494253;31,01883013;76;98;;;;;;;;;;;4;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Jaworski;Mêcinka;Gmina wiejska;0205032;38;61,18421053;16,93308077;64;56;38;41,94736842;28,71360155;35;13;38;60,60526316;26,57218517;61;36;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Jaworski;Mœciwojów;Gmina wiejska;0205042;35;64,71428571;17,24375072;69;71;35;47,4;29,62064917;50;87;35;66,68571429;30,90979635;78;96;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Jaworski;Paszowice;Gmina wiejska;0205052;24;54,58333333;18,54255616;56,5;53;24;37,79166667;25,52283155;27;23;17;65,17647059;33,06363792;69;95;;;;;;;;;;;7;49,57142857;22,40444562;60;27;;;;;;;;;;
8;Dolnoœl¹skie;Jaworski;W¹dro¿e Wielkie;Gmina wiejska;0205062;27;59,25925926;15,39021477;60;58;27;32,74074074;22,93241696;23;20;26;61,69230769;27,72359344;70;98;;;;;;;;;;;1;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Jelenia Góra;Jelenia Góra;Gmina miejska;0261011;556;57,48381295;20,65130399;62;64;554;44,56498195;29,40370567;37;10;542;66,75830258;30,54593473;80;96;;;;;;;;;;;21;67,47619048;24,55434992;75;75;;;;;;;;;;
8;Dolnoœl¹skie;Kamiennogórski;Kamienna Góra;Gmina wiejska;0207022;62;61,82258065;14,48305372;62;62;63;40,49206349;24,25975374;37;17;57;67,56140351;28,55896796;82;91;;;;;;;;;;;6;59,66666667;15,60626655;52,5;;;;;;;;;;;
8;Dolnoœl¹skie;Kamiennogórski;Kamienna Góra;Gmina miejska;0207011;151;60,86754967;20,54479051;64;69;151;48,04635762;29,08069106;40;13;150;64,67333333;30,62754679;75,5;96;;;;;;;;;;;1;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Kamiennogórski;Lubawka;Obszar wiejski;0207035;47;57,38297872;15,63350629;60;62;47;36,5106383;22,51134214;30;13;47;55,0212766;29,36019114;53;93;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Kamiennogórski;Lubawka;Miasto;0207034;52;63,11538462;13,35413195;65,5;76;52;38,09615385;27,27443126;27;17;52;64,51923077;29,40204754;74;95;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Kamiennogórski;Marciszów;Gmina wiejska;0207042;25;50,24;20,00855817;56;60;25;31,72;22,10976255;30;10;25;54,6;30,70765377;51;16;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Karkonoski;Janowice Wielkie;Gmina wiejska;0206052;17;52,52941176;12,76538355;53;27;17;43;23,24549292;47;17;17;51,23529412;26,08025941;35;29;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Karkonoski;Je¿ów Sudecki;Gmina wiejska;0206062;53;60,43396226;14,86100308;62;67;53;40,49056604;26,53912928;30;23;52;61,71153846;29,6092089;71;91;;;;;;;;;;;1;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Karkonoski;Karpacz;Gmina miejska;0206011;45;63,88888889;18,08034196;67;62;45;39,88888889;21,85123665;43;47;44;68,88636364;29,91215617;84,5;95;;;;;;;;;;;1;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Karkonoski;Kowary;Gmina miejska;0206021;42;57,42857143;17,40982598;56;56;42;31,71428571;24,41046391;23;7;41;63,29268293;30,19307294;76;96;;;;;;;;;;;2;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Karkonoski;Mys³akowice;Gmina wiejska;0206072;50;59,48;19,93011791;57;56;50;41,12;27,75798264;30;17;34;60,08823529;32,23385838;66;35;;;;;;;;;;;16;50,875;22,72354231;44,5;;;;;;;;;;;
8;Dolnoœl¹skie;Karkonoski;Piechowice;Gmina miejska;0206031;40;55;17,00294092;58;58;40;34,325;17,95047005;33;17;41;58,97560976;31,62006757;73;22;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Karkonoski;Podgórzyn;Gmina wiejska;0206082;46;57,2826087;17,67172028;59;51;46;42,04347826;29,24332441;37;17;42;61,88095238;30,18530262;65,5;98;;;;;;;;;;;4;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Karkonoski;Stara Kamienica;Gmina wiejska;0206092;41;56,43902439;19,54113707;58;58;41;38,24390244;26,6181494;30;10;41;59,7804878;29,2887327;56;93;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Karkonoski;Szklarska Porêba;Gmina miejska;0206041;48;59,08333333;17,60425296;62;62;48;50,25;30,18864301;50;77;47;76,72340426;25,93256568;91;93;;;;;;;;;;;1;;;;;;;;;;;;;;
8;Dolnoœl¹skie;K³odzki;Bystrzyca K³odzka;Obszar wiejski;0208065;47;61,29787234;14,8537765;62;71;47;36,29787234;25,43152248;30;13;43;59,88372093;30,84862464;64;38;;;;;;;;;;;4;;;;;;;;;;;;;;
8;Dolnoœl¹skie;K³odzki;Bystrzyca K³odzka;Miasto;0208064;94;53,82978723;16,79516033;56;53;94;38,07446809;24,44979196;33;13;92;59,44565217;30,36852065;66;96;;;;;;;;;;;1;;;;;1;;;;;;;;;
8;Dolnoœl¹skie;K³odzki;Duszniki-Zdrój;Gmina miejska;0208011;31;57,19354839;18,29228527;60;73;31;40,87096774;26,81206028;33;10;30;68,03333333;29,30015169;78;98;;;;;;;;;;;1;;;;;;;;;;;;;;
8;Dolnoœl¹skie;K³odzki;Kudowa-Zdrój;Gmina miejska;0208031;62;58,09677419;17,63767017;59;38;62;35,46774194;22,23751389;30;20;62;72,43548387;26,48591894;84,5;96;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;K³odzki;K³odzko;Gmina wiejska;0208072;110;53,48181818;18,31280318;53;53;110;36,40909091;24,01790826;27;23;110;58,44545455;29,8229888;60;93;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;K³odzki;K³odzko;Gmina miejska;0208021;263;60,78326996;17,13696185;62;67;262;45,71374046;28,07456882;40;17;261;68,18007663;29,44001866;80;98;;;;;;;;;;;2;;;;;;;;;;;;;;
8;Dolnoœl¹skie;K³odzki;Lewin K³odzki;Gmina wiejska;0208092;15;66,06666667;14,13962124;69;49;15;45,6;18,79645357;47;47;14;64,71428571;29,10677037;73,5;;;;;;;;;;;;1;;;;;;;;;;;;;;
8;Dolnoœl¹skie;K³odzki;L¹dek-Zdrój;Obszar wiejski;0208085;9;54;10,32795559;51;47;9;18,55555556;13,02229807;13;7;10;54,1;30,13121305;42;100;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;K³odzki;L¹dek-Zdrój;Miasto;0208084;41;55,70731707;19,93311242;58;58;41;28,17073171;21,60837963;23;13;41;61,97560976;29,10409225;67;89;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;K³odzki;Miêdzylesie;Obszar wiejski;0208105;13;71,76923077;13,04521042;73;73;13;47,23076923;23,2549543;47;57;10;75,1;27,15308454;87;87;;;;;;;;;;;3;;;;;;;;;;;;;;
8;Dolnoœl¹skie;K³odzki;Miêdzylesie;Miasto;0208104;33;61,3030303;18,13331915;60;60;33;35,12121212;22,55062665;30;13;30;65,56666667;27,96865309;75,5;93;;;;;;;;;;;3;;;;;;;;;;;;;;
8;Dolnoœl¹skie;K³odzki;Nowa Ruda;Gmina wiejska;0208112;86;58,60465116;19,43461254;59;51;86;36,61627907;24,53055456;30;13;87;60,01149425;30,66297863;60;98;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;K³odzki;Nowa Ruda;Gmina miejska;0208041;137;57,18248175;19,12586775;60;49;137;30,67153285;22,63745023;23;13;137;62,71532847;33,03922661;78;98;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;K³odzki;Polanica-Zdrój;Gmina miejska;0208051;46;59;13,43745576;59;60;46;49,56521739;25,43675206;47;30;46;68,60869565;26,98588863;76;64;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;K³odzki;Radków;Obszar wiejski;0208125;36;53,91666667;21,49208511;53;47;36;48,72222222;28,96416475;50;50;35;63,02857143;28,72578306;73;20;;;;;;;;;;;1;;;;;;;;;;;;;;
8;Dolnoœl¹skie;K³odzki;Radków;Miasto;0208124;21;67,9047619;15,33407274;67;80;21;33,80952381;19,29623464;27;23;21;64,76190476;23,06286391;64;64;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;K³odzki;Stronie Œl¹skie;Miasto;0208134;42;47,66666667;20,23277241;47;60;42;29,69047619;23,63360007;21,5;10;40;48,075;31,81539525;35,5;16;;;;;;;;;;;2;;;;;;;;;;;;;;
8;Dolnoœl¹skie;K³odzki;Szczytna;Obszar wiejski;0208145;3;;;;;3;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;K³odzki;Szczytna;Miasto;0208144;41;62,41463415;15,03001162;64;53;41;43,12195122;27,97751285;37;17;40;70,375;28,49182997;81,5;96;;;;;;;;;;;1;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Legnica;Legnica;Gmina miejska;0262011;747;59,69477912;19,31977123;62;73;747;44,10575636;28,38807953;40;13;781;67,94366197;29,322908;78;98;;;;;;;;;;;6;37,16666667;20,17768294;27;20;;;;;;;;;;
8;Dolnoœl¹skie;Legnicki;Chojnów;Gmina wiejska;0209022;76;56,03947368;19,08805137;60;67;76;38,57894737;28,03675368;30;10;74;59,36486486;32,38475381;60;96;;;;;;;;;;;2;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Legnicki;Chojnów;Gmina miejska;0209011;135;56,80740741;18,80405642;60;67;135;43,05185185;28,4139555;33;10;136;71,33088235;27,56731204;84;96;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Legnicki;Krotoszyce;Gmina wiejska;0209032;30;64,93333333;18,57226128;69;84;30;41,93333333;27,41767475;37;10;30;52,43333333;32,64933214;46;27;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Legnicki;Kunice;Gmina wiejska;0209042;57;65,57894737;15,93511775;67;67;57;47,07017544;27,39180288;43;30;57;69,26315789;29,50677966;80;95;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Legnicki;Legnickie Pole;Gmina wiejska;0209052;47;48,04255319;14,89674739;51;51;47;44,91489362;27,26530785;43;13;47;64,55319149;29,69046592;69;95;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Legnicki;Mi³kowice;Gmina wiejska;0209062;53;64;19,70633458;67;56;53;57,64150943;29,90430924;63;97;53;73,67924528;27,67859577;85;98;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Legnicki;Prochowice;Obszar wiejski;0209075;10;59,8;19,66621468;61;60;10;25,5;15,69235483;23;10;10;67,7;21,68893727;79;84;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Legnicki;Prochowice;Miasto;0209074;64;60,703125;18,38025409;62;78;64;46,484375;29,93586488;41,5;17;64;66,484375;30,66654946;75,5;96;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Legnicki;Ruja;Gmina wiejska;0209082;10;36;20,68332662;36,5;40;10;20,9;24,96978174;15;13;9;41,88888889;25,38785556;33;76;;;;;;;;;;;1;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Lubañski;Leœna;Obszar wiejski;0210035;49;59,26530612;16,75121136;64;67;49;41,97959184;27,23554835;40;10;49;52,69387755;30,04024789;45;36;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Lubañski;Lubañ;Gmina wiejska;0210042;53;59,13207547;17,72115007;62;67;53;44,32075472;30,41956519;33;10;46;52,63043478;28,66474785;54,5;13;;;;;;;;;;;7;44,85714286;12,42610813;45;;;;;;;;;;;
8;Dolnoœl¹skie;Lubañski;Lubañ;Gmina miejska;0210011;166;60,73493976;17,00147714;62;67;166;40,46385542;26,61452669;37;13;146;69,02054795;29,7343188;83;96;;;;;;;;;;;21;66,66666667;21,51263933;71;82;;;;;;;;;;
